Gene	Mutations	Coverage	p-value	q-value	Rank
FBXL2	1	4020	0.137296167	0.143790823	15607
TIFA	1	3914	0.137298860	0.143790823	15608
NUP62CL	1	3843	0.137318067	0.143801725	15609
HES1	1	3335	0.137343670	0.143819323	15610
PRM2	1	4784	0.137368019	0.143826943	15611
FAM89A	1	4647	0.137368545	0.143826943	15612
TRIM74	1	4769	0.137391659	0.143841930	15613
DEFB106B	1	3716	0.137463219	0.143867196	15614
IGLV2-11	1	3783	0.137464043	0.143867196	15615
CORT	1	3267	0.137480535	0.143867196	15616
IRF9	1	3292	0.137488405	0.143867196	15617
CCNG1	1	4144	0.137491550	0.143867196	15618
GPX3	1	4112	0.137493370	0.143867196	15619
MAD2L2	1	4509	0.137500667	0.143867196	15620
CIAPIN1	1	4128	0.137502461	0.143867196	15621
DPM3	1	3291	0.137503513	0.143867196	15622
ARCN1	1	3784	0.137505409	0.143867196	15623
ITPKA	1	3797	0.137519308	0.143867196	15624
RPS4Y1	1	3058	0.137521408	0.143867196	15625
ASCL1	1	3389	0.137553338	0.143891390	15626
ZBTB37	1	4912	0.137579601	0.143909653	15627
MPIG6B	1	3446	0.137607065	0.143924370	15628
SPATA12	1	3815	0.137611280	0.143924370	15629
EFNA1	1	4762	0.137655316	0.143949282	15630
MT1H	1	4458	0.137660066	0.143949282	15631
SLU7	1	4499	0.137670550	0.143949282	15632
SUDS3	1	3081	0.137678076	0.143949282	15633
SLC51A	1	4545	0.137679131	0.143949282	15634
B9D2	1	4856	0.137688008	0.143949356	15635
RPS29	1	4044	0.137727880	0.143972162	15636
CKS1B	1	4614	0.137730126	0.143972162	15637
RNF115	1	4629	0.137749511	0.143972162	15638
CCDC184	1	3322	0.137751489	0.143972162	15639
ARL16	1	4288	0.137753861	0.143972162	15640
NYX	1	3018	0.137774580	0.143984610	15641
PIGW	1	3187	0.137812809	0.144004916	15642
PLCXD1	1	4332	0.137817173	0.144004916	15643
FASTK	1	3583	0.137830849	0.144004916	15644
STOML2	1	4755	0.137832758	0.144004916	15645
TMEM54	1	4854	0.137838762	0.144004916	15646
CIBAR1	1	4673	0.137846869	0.144004916	15647
PTDSS2	1	4940	0.137876781	0.144026960	15648
UROS	1	4463	0.137901065	0.144043122	15649
RAET1G	1	3648	0.137938362	0.144057904	15650
CKMT1A	1	3745	0.137954920	0.144057904	15651
IL21	1	3449	0.137961020	0.144057904	15652
KATNB1	1	4480	0.137968769	0.144057904	15653
KLHDC7B	1	3264	0.137976655	0.144057904	15654
ASB1	1	3619	0.137982185	0.144057904	15655
PIGB	1	4054	0.137988022	0.144057904	15656
IHO1	1	4305	0.137989696	0.144057904	15657
HMGN5	1	3138	0.137994535	0.144057904	15658
C6orf226	1	3686	0.138022347	0.144077737	15659
SHFL	1	4851	0.138055074	0.144088609	15660
ANXA1	1	4405	0.138058704	0.144088609	15661
BIRC2	1	4859	0.138063869	0.144088609	15662
LYNX1	1	4169	0.138082775	0.144088609	15663
CEND1	1	4302	0.138095706	0.144088609	15664
MAFA	1	4868	0.138098928	0.144088609	15665
FAM122B	1	3777	0.138102571	0.144088609	15666
ZPBP2	1	4139	0.138103282	0.144088609	15667
ARL6IP6	1	4568	0.138119405	0.144093886	15668
RBBP8NL	1	3236	0.138125970	0.144093886	15669
RILPL2	1	4012	0.138148214	0.144101962	15670
GJB3	1	3993	0.138151343	0.144101962	15671
NUB1	1	3687	0.138164597	0.144106591	15672
SEC11A	1	3143	0.138176641	0.144109959	15673
RPP30	1	3416	0.138220963	0.144139482	15674
NKX2-8	1	4447	0.138222932	0.144139482	15675
SERAC1	1	4594	0.138246200	0.144139482	15676
MAGEA9B	1	3248	0.138247989	0.144139482	15677
CHGA	1	4443	0.138249039	0.144139482	15678
ADPGK	1	3572	0.138277085	0.144159528	15679
C4orf46	1	4865	0.138298259	0.144167839	15680
RNF183	1	3466	0.138310435	0.144167839	15681
OSTM1	1	4463	0.138311517	0.144167839	15682
PRR5-ARHGAP8	1	4718	0.138348712	0.144197414	15683
FAM3A	1	3030	0.138423929	0.144266612	15684
MRPS10	1	3382	0.138495978	0.144325774	15685
C14orf93	1	3051	0.138498354	0.144325774	15686
C1orf189	1	4592	0.138524776	0.144341500	15687
AC109583.1	1	3830	0.138531106	0.144341500	15688
PLA2G1B	1	3302	0.138543985	0.144345718	15689
MPV17L2	1	4201	0.138553080	0.144345994	15690
ZFYVE21	1	3000	0.138602717	0.144388503	15691
DYNLT3	1	3819	0.138636445	0.144413650	15692
MAT2A	1	4824	0.138644526	0.144413650	15693
ZDHHC18	1	4594	0.138661078	0.144417918	15694
EXOSC4	1	3319	0.138666293	0.144417918	15695
FGF17	1	4504	0.138722118	0.144466854	15696
TVP23B	1	3621	0.138742371	0.144478741	15697
RTL6	1	4122	0.138762283	0.144490271	15698
CFAP126	1	4525	0.138790821	0.144509142	15699
DMAC1	1	4810	0.138805698	0.144509142	15700
EMP2	1	4382	0.138806928	0.144509142	15701
SRRM5	1	4584	0.138828315	0.144522203	15702
SLC30A4	1	4430	0.138847215	0.144532674	15703
ARPC3	1	3532	0.138881351	0.144557373	15704
WDR5B	1	3847	0.138893144	0.144557373	15705
ADO	1	4272	0.138907730	0.144557373	15706
GMPR2	1	3106	0.138924502	0.144557373	15707
TMEM123	1	3771	0.138928594	0.144557373	15708
CFAP157	1	3567	0.138931671	0.144557373	15709
ATF1	1	4729	0.138941825	0.144557373	15710
RNF13	1	4396	0.138957395	0.144557373	15711
IL13	1	4550	0.138960433	0.144557373	15712
PSORS1C2	1	4644	0.138966409	0.144557373	15713
GGPS1	1	3660	0.138968222	0.144557373	15714
RPL36AL	1	4529	0.138986487	0.144558278	15715
ADAT1	1	3460	0.138986780	0.144558278	15716
MZT2B	1	4847	0.139026437	0.144587830	15717
CALR	1	3087	0.139032884	0.144587830	15718
IDH3A	1	4473	0.139055658	0.144602314	15719
GPR3	1	4201	0.139084721	0.144611586	15720
LPAR5	1	4749	0.139085986	0.144611586	15721
WRNIP1	1	3467	0.139091114	0.144611586	15722
CLIC4	1	3584	0.139119887	0.144630291	15723
MBTPS2	1	3798	0.139126801	0.144630291	15724
ZNF24	1	3713	0.139142008	0.144636901	15725
POLR3H	1	3363	0.139166769	0.144648923	15726
C4B	1	3342	0.139171272	0.144648923	15727
WDR83OS	1	4490	0.139184982	0.144653975	15728
ZFYVE19	1	4488	0.139205151	0.144657205	15729
CRK	1	3084	0.139205790	0.144657205	15730
SP2	1	4952	0.139233467	0.144676769	15731
NOP10	1	3937	0.139280174	0.144716103	15732
PLAAT2	1	4585	0.139295404	0.144722727	15733
IL17B	1	3837	0.139311974	0.144730744	15734
SPIB	1	3722	0.139354746	0.144752539	15735
CYP3A43	1	4471	0.139357657	0.144752539	15736
ZNF627	1	4892	0.139359519	0.144752539	15737
APOBEC3C	1	4108	0.139373469	0.144757830	15738
NOSTRIN	1	4094	0.139384664	0.144760259	15739
ALDOC	1	4525	0.139447400	0.144813746	15740
PHACTR2	1	3990	0.139453883	0.144813746	15741
PSMG3	1	3266	0.139475468	0.144826959	15742
COMMD3-BMI1	1	4768	0.139499906	0.144843134	15743
TNFRSF1B	1	3648	0.139539968	0.144875529	15744
TAF6	1	3901	0.139554268	0.144879817	15745
COPS7A	1	3018	0.139573544	0.144879817	15746
GRIFIN	1	3131	0.139575925	0.144879817	15747
UBE2N	1	4838	0.139579553	0.144879817	15748
ATP6V0B	1	4966	0.139621603	0.144899011	15749
KIAA2013	1	3529	0.139629401	0.144899011	15750
ZFAND5	1	3298	0.139636430	0.144899011	15751
RGN	1	3212	0.139644330	0.144899011	15752
SRD5A1	1	3881	0.139648672	0.144899011	15753
UCN3	1	4708	0.139658272	0.144899011	15754
SCGB1C1	1	3217	0.139660096	0.144899011	15755
EFCC1	1	3206	0.139679765	0.144910221	15756
METTL9	1	3974	0.139697056	0.144918962	15757
NPS	1	3344	0.139716519	0.144929954	15758
PGAP2	1	3890	0.139760817	0.144966705	15759
HGS	1	3068	0.139778078	0.144975410	15760
IFNK	1	3694	0.139851809	0.145040597	15761
KCTD6	1	4143	0.139858674	0.145040597	15762
PPA1	1	4891	0.139908495	0.145073896	15763
MBP	1	3897	0.139912463	0.145073896	15764
HEXIM2	1	4396	0.139917410	0.145073896	15765
GNG4	1	3148	0.139950690	0.145099200	15766
RNF19A	1	4709	0.139969210	0.145109197	15767
BRMS1	1	3587	0.139994160	0.145125858	15768
PIPOX	1	4727	0.140012873	0.145129744	15769
SLC25A22	1	4690	0.140026465	0.145129744	15770
CYP2U1	1	3009	0.140029749	0.145129744	15771
ZNF625	1	4226	0.140033423	0.145129744	15772
NOA1	1	4522	0.140058202	0.145146223	15773
ODC1	1	3005	0.140076713	0.145156203	15774
LRCH4	1	3204	0.140158320	0.145228048	15775
PLA2G2C	1	3234	0.140175015	0.145228048	15776
TTC36	1	3549	0.140176521	0.145228048	15777
PELI3	1	3925	0.140188727	0.145228048	15778
PTPMT1	1	4970	0.140190467	0.145228048	15779
NUDT8	1	3299	0.140216120	0.145234455	15780
NOL7	1	4651	0.140216755	0.145234455	15781
GLOD4	1	4283	0.140223307	0.145234455	15782
VTCN1	1	3835	0.140281478	0.145285499	15783
TSSC4	1	4345	0.140308678	0.145304464	15784
RPLP1	1	4848	0.140347934	0.145335909	15785
LRRTM2	1	4843	0.140373753	0.145347373	15786
FBXL19	1	4296	0.140380756	0.145347373	15787
HSPB9	1	4676	0.140385680	0.145347373	15788
BMP8A	1	4244	0.140402255	0.145355327	15789
AC092718.8	1	4669	0.140421135	0.145361123	15790
NIT2	1	3590	0.140425639	0.145361123	15791
ARL6	1	4806	0.140454511	0.145381803	15792
PEX10	1	3111	0.140471970	0.145383912	15793
SDC2	1	4816	0.140474337	0.145383912	15794
HFE	1	4666	0.140490592	0.145391530	15795
C19orf18	1	4881	0.140506511	0.145391946	15796
RFK	1	4303	0.140508783	0.145391946	15797
UFSP2	1	4103	0.140558502	0.145425329	15798
CD27	1	3415	0.140558838	0.145425329	15799
CPTP	1	3738	0.140585714	0.145434764	15800
SLC43A1	1	4809	0.140585752	0.145434764	15801
POLR2G	1	4859	0.140603261	0.145443672	15802
BLVRB	1	3718	0.140623477	0.145449141	15803
SYCN	1	4622	0.140634049	0.145449141	15804
PEBP4	1	3340	0.140635243	0.145449141	15805
PRMT1	1	4566	0.140674769	0.145480815	15806
RPS5	1	4025	0.140696527	0.145494112	15807
GSTM3	1	4116	0.140737520	0.145527296	15808
ST20	1	3904	0.140793422	0.145575892	15809
GALE	1	4851	0.140811117	0.145578653	15810
PYCARD	1	3598	0.140813905	0.145578653	15811
MICU2	1	3011	0.140839855	0.145596273	15812
ST6GALNAC4	1	3891	0.140862906	0.145610894	15813
ZNRD2	1	4133	0.140908560	0.145648876	15814
ZCCHC17	1	3126	0.140925452	0.145652555	15815
ZFPM1	1	3665	0.140929941	0.145652555	15816
C17orf75	1	3481	0.140944345	0.145658232	15817
ABCD1	1	3889	0.140965777	0.145662631	15818
AMIGO3	1	3697	0.140973923	0.145662631	15819
MED29	1	4596	0.140975335	0.145662631	15820
AC024598.1	1	4922	0.140993336	0.145664519	15821
MRPS33	1	4212	0.141007245	0.145664519	15822
CDRT4	1	3662	0.141018688	0.145664519	15823
SFT2D1	1	3761	0.141021150	0.145664519	15824
EMC9	1	3986	0.141036640	0.145664519	15825
RUSF1	1	4785	0.141038455	0.145664519	15826
CACYBP	1	4227	0.141039542	0.145664519	15827
TMEM222	1	4692	0.141085348	0.145702622	15828
IL4	1	4047	0.141106156	0.145713529	15829
FOXD4L6	1	4361	0.141113738	0.145713529	15830
DDX3Y	1	4724	0.141131562	0.145717431	15831
ADGRF3	1	3844	0.141135346	0.145717431	15832
PCYT2	1	4921	0.141164261	0.145738079	15833
EIF3J	1	3439	0.141193871	0.145759442	15834
PRRG2	1	4432	0.141215488	0.145772552	15835
PARS2	1	3168	0.141235387	0.145774892	15836
MICU1	1	4845	0.141235590	0.145774892	15837
CCZ1B	1	3585	0.141257101	0.145787888	15838
MFAP5	1	4624	0.141325580	0.145849354	15839
RWDD4	1	3480	0.141349262	0.145864586	15840
ARF6	1	4938	0.141365188	0.145871812	15841
MSL1	1	3694	0.141412351	0.145896753	15842
PDCL	1	3528	0.141412632	0.145896753	15843
MSANTD3-TMEFF1	1	4699	0.141416136	0.145896753	15844
STAC2	1	3671	0.141433322	0.145905275	15845
GPR88	1	4589	0.141478941	0.145931778	15846
DCUN1D5	1	3618	0.141481033	0.145931778	15847
PFDN5	1	4689	0.141489327	0.145931778	15848
CCL24	1	4091	0.141502182	0.145931778	15849
TRIAP1	1	3497	0.141508625	0.145931778	15850
XAGE3	1	4663	0.141512579	0.145931778	15851
ECI1	1	4090	0.141527462	0.145935222	15852
DPH5	1	3131	0.141533775	0.145935222	15853
LEMD1	1	3765	0.141557816	0.145950805	15854
FAM81A	1	4660	0.141568881	0.145953007	15855
GOLGA7B	1	4187	0.141589915	0.145965486	15856
GLTP	1	4421	0.141658577	0.146027061	15857
TBL1Y	1	3690	0.141692024	0.146052328	15858
STARD6	1	4148	0.141716424	0.146068269	15859
RBMS3	1	4060	0.141772578	0.146102940	15860
BECN1	1	3297	0.141773154	0.146102940	15861
SLC35A2	1	3785	0.141781255	0.146102940	15862
WIF1	1	3958	0.141785815	0.146102940	15863
DIPK1C	1	4440	0.141799091	0.146107409	15864
CRYBB3	1	3634	0.141811907	0.146111404	15865
SETD9	1	4741	0.141826480	0.146114504	15866
CNBP	1	3142	0.141844324	0.146114504	15867
SLC25A19	1	3436	0.141844787	0.146114504	15868
CLDN12	1	3305	0.141850670	0.146114504	15869
RDH5	1	4596	0.141873556	0.146128869	15870
ABRAXAS1	1	4092	0.141914607	0.146161941	15871
C4BPB	1	4914	0.141949888	0.146189066	15872
TUBG2	1	3256	0.142025582	0.146257807	15873
HPRT1	1	3711	0.142081257	0.146305923	15874
PEDS1	1	3902	0.142097303	0.146313229	15875
ID1	1	3645	0.142125195	0.146330640	15876
NEMF	1	4732	0.142132117	0.146330640	15877
ATP1B3	1	4779	0.142214350	0.146406081	15878
RPS3A	1	3618	0.142238819	0.146422050	15879
MGST1	1	3000	0.142258120	0.146432697	15880
LAMTOR2	1	4119	0.142290264	0.146448136	15881
KMT5C	1	4722	0.142291037	0.146448136	15882
DNAJA1	1	3180	0.142310803	0.146459258	15883
PIGP	1	4935	0.142355384	0.146495915	15884
TMEM126A	1	3540	0.142372338	0.146504138	15885
TRGV2	1	4654	0.142396486	0.146519763	15886
NTN1	1	4118	0.142420384	0.146527558	15887
CHAD	1	4650	0.142421989	0.146527558	15888
EAF1	1	3527	0.142482248	0.146580327	15889
PXT1	1	3706	0.142511317	0.146601006	15890
MMP14	1	4986	0.142545992	0.146619200	15891
TMEM14C	1	4525	0.142546943	0.146619200	15892
SENP1	1	3036	0.142568342	0.146631984	15893
RAB43	1	3873	0.142684438	0.146737578	15894
FKBP14	1	4272	0.142688964	0.146737578	15895
TRAPPC6B	1	4660	0.142716054	0.146756163	15896
TXNRD2	1	3106	0.142733808	0.146756163	15897
FKBP15	1	3281	0.142733970	0.146756163	15898
PGLS	1	3739	0.142745771	0.146759065	15899
WNT4	1	4995	0.142762957	0.146759302	15900
RAX2	1	3892	0.142768090	0.146759302	15901
REC8	1	3485	0.142772937	0.146759302	15902
CHP1	1	4288	0.142824716	0.146803296	15903
FCAMR	1	4685	0.142884322	0.146855327	15904
PLPP2	1	4082	0.142901580	0.146863831	15905
CRYGB	1	3164	0.142929162	0.146878017	15906
FITM1	1	4159	0.142937078	0.146878017	15907
FBP2	1	4377	0.142942341	0.146878017	15908
GPATCH11	1	3254	0.142954010	0.146880775	15909
FAM160B2	1	3175	0.142977580	0.146895758	15910
EIF2S2	1	3833	0.143007662	0.146917431	15911
QPCTL	1	3274	0.143077518	0.146979959	15912
NAPG	1	4585	0.143099938	0.146991609	15913
MPZL2	1	4275	0.143109018	0.146991609	15914
RFX2	1	4941	0.143115836	0.146991609	15915
ALG14	1	3410	0.143139374	0.147003606	15916
TIMP1	1	3727	0.143158668	0.147003606	15917
TOMM40	1	4345	0.143160416	0.147003606	15918
SOWAHA	1	3048	0.143163490	0.147003606	15919
CSKMT	1	4826	0.143187853	0.147014531	15920
MYZAP	1	4903	0.143192117	0.147014531	15921
RIMKLB	1	4981	0.143236093	0.147050444	15922
RSKR	1	3727	0.143251397	0.147056920	15923
RPL34	1	4463	0.143285970	0.147076556	15924
TAMM41	1	4021	0.143288521	0.147076556	15925
ENHO	1	4691	0.143320441	0.147093527	15926
WFDC2	1	3536	0.143326304	0.147093527	15927
SMAD5	1	3383	0.143332051	0.147093527	15928
PPP2R5C	1	4468	0.143384244	0.147137852	15929
C17orf58	1	4348	0.143398606	0.147143353	15930
FGF3	1	4477	0.143443683	0.147180368	15931
AC004832.3	1	3601	0.143470789	0.147198940	15932
SLC25A15	1	3971	0.143527323	0.147234475	15933
PDE6G	1	3589	0.143528894	0.147234475	15934
YPEL3	1	3704	0.143532446	0.147234475	15935
CLEC4E	1	4990	0.143566159	0.147259816	15936
TMEM244	1	3392	0.143647916	0.147331317	15937
CMTM3	1	3588	0.143653893	0.147331317	15938
UBE2H	1	4818	0.143664549	0.147333002	15939
EMC6	1	4626	0.143682863	0.147342539	15940
GYPC	1	3474	0.143707704	0.147358769	15941
PHF13	1	4389	0.143726052	0.147368339	15942
RPAP3	1	3837	0.143745131	0.147378656	15943
MOCS2	1	3096	0.143775832	0.147400887	15944
CCDC160	1	3012	0.143813966	0.147426930	15945
ATP5MC2	1	3674	0.143819272	0.147426930	15946
MICOS10	1	3441	0.143843656	0.147434748	15947
FAM222A	1	4234	0.143844939	0.147434748	15948
GDPD3	1	4487	0.143880658	0.147462112	15949
FAM43A	1	3921	0.143930421	0.147503866	15950
JPT2	1	4591	0.143942716	0.147507218	15951
ZMYND10	1	3984	0.143975007	0.147530349	15952
PSMA4	1	4698	0.143985250	0.147530349	15953
SRF	1	3837	0.143992365	0.147530349	15954
MSANTD2	1	3386	0.144014521	0.147540561	15955
C14orf180	1	3024	0.144020384	0.147540561	15956
MESP2	1	4464	0.144064432	0.147573015	15957
PLCD1	1	4088	0.144070120	0.147573015	15958
SRP9	1	3352	0.144093726	0.147584334	15959
ZNF880	1	3542	0.144100761	0.147584334	15960
TNFRSF10D	1	4613	0.144121367	0.147584334	15961
NMNAT3	1	4496	0.144138432	0.147584334	15962
PPP1R3B	1	4713	0.144139018	0.147584334	15963
EDN2	1	4401	0.144143697	0.147584334	15964
AC092143.1	1	4014	0.144144371	0.147584334	15965
IFT22	1	4082	0.144173711	0.147605129	15966
RASGRP1	1	3469	0.144248262	0.147672009	15967
RSPH4A	1	4100	0.144257105	0.147672009	15968
RABL2A	1	4084	0.144299901	0.147706355	15969
KCNE2	1	3985	0.144312474	0.147706355	15970
C22orf15	1	3864	0.144317766	0.147706355	15971
FAM207A	1	3557	0.144336863	0.147716652	15972
NSUN3	1	3679	0.144350859	0.147721727	15973
NIPSNAP3A	1	4868	0.144380891	0.147743210	15974
PRR14L	1	4203	0.144407277	0.147760961	15975
SEPHS2	1	4555	0.144429351	0.147761579	15976
SNN	1	3480	0.144443807	0.147761579	15977
AAAS	1	3969	0.144447620	0.147761579	15978
MAB21L3	1	3737	0.144451990	0.147761579	15979
UCP3	1	3516	0.144453080	0.147761579	15980
PTGDR2	1	4548	0.144470242	0.147769888	15981
FBXO32	1	3412	0.144482345	0.147773020	15982
HSD17B11	1	4044	0.144510966	0.147779170	15983
TECR	1	3669	0.144522907	0.147779170	15984
SPRYD4	1	4261	0.144528294	0.147779170	15985
HP	1	4501	0.144528644	0.147779170	15986
GPR137	1	3694	0.144540045	0.147779170	15987
POLD4	1	4907	0.144542602	0.147779170	15988
MRI1	1	4256	0.144558195	0.147785869	15989
MEGF11	1	3492	0.144589310	0.147808434	15990
IFITM2	1	4100	0.144611371	0.147821741	15991
HMSD	1	3246	0.144648349	0.147841741	15992
SPRR4	1	4177	0.144649025	0.147841741	15993
SPCS2	1	4294	0.144681773	0.147865215	15994
MANF	1	3058	0.144690084	0.147865215	15995
MAK16	1	4943	0.144709145	0.147875449	15996
COMT	1	4103	0.144720643	0.147877954	15997
PURA	1	4931	0.144730778	0.147879066	15998
FLOT1	1	4693	0.144747679	0.147880376	15999
LTBR	1	4649	0.144750154	0.147880376	16000
DAPL1	1	4718	0.144772554	0.147884905	16001
KCTD9	1	4256	0.144774611	0.147884905	16002
NAPRT	1	3867	0.144781729	0.147884905	16003
SPATA1	1	4824	0.144802925	0.147897313	16004
FHL3	1	3906	0.144832582	0.147918362	16005
MIS12	1	3038	0.144960632	0.148039890	16006
COMMD8	1	3651	0.144986585	0.148057145	16007
PPCS	1	3092	0.145005339	0.148067046	16008
TOM1L2	1	3161	0.145047609	0.148100957	16009
ATOH7	1	3740	0.145090987	0.148131217	16010
AP3S2	1	4495	0.145101401	0.148131217	16011
RPS4Y2	1	4254	0.145105643	0.148131217	16012
SELENOS	1	3792	0.145115314	0.148131217	16013
STAP2	1	3196	0.145131858	0.148131217	16014
SPRED3	1	3378	0.145139258	0.148131217	16015
GPSM3	1	3263	0.145149594	0.148131217	16016
TRAV36DV7	1	4663	0.145149743	0.148131217	16017
CCNY	1	4635	0.145228058	0.148201887	16018
FGG	1	3848	0.145319759	0.148286209	16019
APOBEC1	1	3928	0.145364921	0.148323034	16020
CABP4	1	3338	0.145405834	0.148355519	16021
PSMB6	1	3791	0.145491745	0.148433907	16022
EFHD1	1	3375	0.145517299	0.148444643	16023
ADM	1	3383	0.145522471	0.148444643	16024
NCF1	1	3871	0.145537481	0.148444643	16025
TFF1	1	4906	0.145538594	0.148444643	16026
IFNL1	1	4864	0.145587809	0.148485576	16027
RABL6	1	3500	0.145602547	0.148491342	16028
TPM3	1	4973	0.145623516	0.148503462	16029
LIAS	1	4074	0.145648642	0.148519819	16030
ECHDC1	1	3833	0.145788639	0.148653303	16031
NUP54	1	3541	0.145815852	0.148671777	16032
METTL26	1	3491	0.145862129	0.148709683	16033
STK17A	1	3290	0.145880233	0.148718866	16034
RNASE4	1	3762	0.145892123	0.148721712	16035
ETV3	1	3332	0.145923321	0.148744238	16036
S100A8	1	4794	0.145947161	0.148759262	16037
ABHD14A-ACY1	1	3267	0.145966628	0.148769828	16038
DEFA5	1	4559	0.145982813	0.148777047	16039
SERTM1	1	4716	0.146035598	0.148812727	16040
TCEAL8	1	4713	0.146036031	0.148812727	16041
TWSG1	1	3317	0.146120828	0.148889855	16042
AC018630.4	1	3888	0.146145263	0.148905471	16043
NDUFB8	1	3183	0.146161461	0.148912693	16044
IGLV1-47	1	3814	0.146174739	0.148913790	16045
CCK	1	3691	0.146180758	0.148913790	16046
GPBAR1	1	4093	0.146212547	0.148936892	16047
SF3A2	1	3831	0.146229717	0.148939216	16048
SMIM14	1	4836	0.146245142	0.148939216	16049
MRPL50	1	4061	0.146254354	0.148939216	16050
NUDT18	1	4097	0.146256029	0.148939216	16051
DEFB125	1	4583	0.146268362	0.148939216	16052
MFSD3	1	3072	0.146269500	0.148939216	16053
TMEM201	1	4095	0.146333242	0.148994468	16054
DMPK	1	3242	0.146341991	0.148994468	16055
RIMBP3	1	3382	0.146353669	0.148997077	16056
GJB2	1	3889	0.146371244	0.149001564	16057
HINT2	1	4905	0.146376307	0.149001564	16058
SCO2	1	4124	0.146388390	0.149004585	16059
RAB21	1	3355	0.146449557	0.149049996	16060
GADD45G	1	4822	0.146451241	0.149049996	16061
PPIL1	1	4183	0.146486649	0.149076751	16062
KCTD4	1	4136	0.146499100	0.149077375	16063
ACAT2	1	4279	0.146505503	0.149077375	16064
KRTAP9-9	1	3027	0.146536997	0.149100141	16065
P3H2	1	3239	0.146546442	0.149100469	16066
ALDH3B1	1	4563	0.146624359	0.149170459	16067
BORCS5	1	4228	0.146693518	0.149228821	16068
MAPRE3	1	4973	0.146702795	0.149228821	16069
MITD1	1	4741	0.146709112	0.149228821	16070
BRICD5	1	4803	0.146753536	0.149251423	16071
RAMP2	1	3565	0.146758243	0.149251423	16072
CGB7	1	3341	0.146758725	0.149251423	16073
LMO1	1	4573	0.146788898	0.149270832	16074
SLC51B	1	4830	0.146802350	0.149270832	16075
MPP5	1	3162	0.146805205	0.149270832	16076
AGRP	1	3849	0.146849535	0.149306618	16077
NRM	1	3153	0.146861716	0.149309715	16078
PARD6G	1	3739	0.146935403	0.149375340	16079
PKIA	1	4363	0.146957078	0.149381873	16080
